Sessions,Week Calendar,Players,Distance (m),Distance - Distance/time (m/min),Duration (min),"Acceleration Zones (count) [3.0, 4.0]","Acceleration Zones (count) [-4.0, -3.0]","Acceleration Zones (count) [4.0, 10.0]","Acceleration Zones (count) [-10.0, -4.0]",Accelerations - High Intensity Acc Abs (m),Accelerations - High Intensity Dec Abs (m),"Speed Zones (m) [15.0, 20.0]","Speed Zones (m) [20.0, 25.0]","Speed Zones (m) [25.0, 50.0]",Load - Power Metabolic AVG (W/kg),Sprints - Sprints Abs (count/min),Total Load,Load Intensity,Fatigue Score
MECI OFICIAL PETROLUL - U CLUJ - 14.12.2025,76,Chintes,978,81.35,12.03,7,5,4,3,64.05,57,175.55,78.4,55.68,10.6,0.17,9.660359999999999,81.29675810473816,1.7813170043421205
MIERCURI 10.12.2025 FORTA,76,Chintes,4178,78.94,52.92,48,39,16,31,316.77,331,296.1,196.01,17.28,9.3,0.06,22.11796,78.9493575207861,4.0784296081469895
SAMBATA 13.12.2025 REACTIVITATE,76,Chintes,5242,57.5,91.17,41,41,17,17,232.99,276,380.65,128.7,2.09,7.7,0.0,19.27598,57.49698365690468,3.5543841999013113
TACTIC OFENSIV -  12.12.2025 ,76,Chintes,4903,50.21,97.65,40,31,16,13,363.33,261,328.67,154.71,118.16,6.9,0.04,21.275919999999996,50.209933435739885,3.923162084955696
COMPENSATOR MARTI 02.12.2025,75,Chintes,4050,68.0,59.56,35,41,11,10,191.48,172,152.86,42.66,0.0,7.3,0.0,14.9696,67.99865681665547,2.7603115234007647
SAMBATA 06.12.2025 REACTIVITATE,75,Chintes,3691,56.41,65.76,26,25,8,8,159.61,121,178.14,50.02,2.09,6.3,0.02,12.55738,56.12834549878345,2.315511484456652
TRAINING 05.12.2025,75,Chintes,3531,72.32,48.82,42,30,10,17,228.69,207,235.83,46.14,8.0,8.0,0.02,16.360800000000005,72.32691519868906,3.016841116132378
U CLUJ-CRAIOVA 01.12.2025,74,Chintes,3431,113.31,30.28,29,18,4,12,210.03,198,570.86,135.63,83.32,11.4,0.2,18.45824,113.30911492734478,3.403597462437001
JOI 18.12.2025 REZISTENTA SPECIFICA,77,Bota,8327,75.58,110.17,87,78,49,44,573.65,540,785.64,248.71,41.72,7.9,0.04,34.83344,75.58318961604793,6.423093859000183
MARTI 16.12.2025 ,77,Bota,8274,95.25,86.86,99,90,38,41,504.94,493,1044.08,163.84,5.62,8.7,0.02,32.69404,95.25673497582316,6.028600320551353
MIERCURI 17.12.2025 FORTA,77,Bota,5320,80.25,66.3,79,57,28,46,461.26,437,308.45,52.16,4.52,7.7,0.0,27.14424,80.24132730015083,5.0052478667403255
SAMBATA 20.12.2025 REACTIVITATE,77,Bota,6657,81.32,82.2,111,80,64,69,649.07,507,501.18,86.67,19.12,8.1,0.01,33.916639999999994,80.98540145985402,6.254041004905629
VINERI 19.12.2025 - TACTIC OFENSIV ,77,Bota,4885,63.76,76.62,51,55,19,15,300.84,263,255.02,46.57,109.54,6.6,0.05,19.930880000000002,63.7561994257374,3.675144141160608
JOI - 11.12.2025,76,Bota,6681,61.33,108.94,56,47,14,14,324.72,221,368.04,376.71,1.45,7.2,0.01,21.2483,61.32733614833854,3.918069109573834
MARTI 12.09.2025 AEROB,76,Bota,8212,108.82,75.47,127,113,49,72,700.81,682,1092.73,228.62,7.34,10.5,0.0,41.13288,108.8114482575858,7.584675786571507
MIERCURI 10.12.2025 FORTA,76,Bota,4354,82.27,52.92,66,55,24,29,375.36,342,386.64,100.63,0.0,8.7,0.0,23.0512,82.27513227513228,4.250513907400045
TACTIC OFENSIV -  12.12.2025 ,76,Bota,5665,58.01,97.65,52,38,17,14,267.12,209,94.96,56.49,110.4,5.9,0.04,18.5582,58.01331285202252,3.4220295340941687
COMPENSATOR MARTI 02.12.2025,75,Bota,4823,80.98,59.56,56,55,26,32,303.46,334,195.04,46.52,2.07,7.7,0.02,21.52634,80.97716588314304,3.969338149225284
SAMBATA 06.12.2025 REACTIVITATE,75,Bota,4179,64.64,65.25,53,36,20,22,208.87,143,44.75,3.77,0.0,6.2,0.0,14.3164,64.04597701149426,2.639865052747883
TRAINING 05.12.2025,75,Bota,7249,148.49,48.82,77,78,50,48,611.42,593,349.48,95.5,17.17,8.9,0.04,36.02174,148.48422777550184,6.642209812883863
COMPENSATOR MARTI 16.12.2025,77,Bic,3221,97.32,33.1,1,1,0,0,9.73,2,552.06,15.67,0.0,9.9,0.0,8.4056,97.31117824773413,1.549946193692381
JOI 18.12.2025 REZISTENTA SPECIFICA,77,Bic,8379,76.05,110.17,61,40,17,25,418.13,338,818.13,190.61,5.74,8.1,0.01,27.613079999999997,76.05518743759644,5.091699372099935
MECI OFICIAL -  U CLUJ - FC FARUL  ,77,Bic,13213,132.78,100.73,62,88,23,52,552.77,838,2326.39,966.24,398.42,12.0,0.21,48.875240000000005,131.17244117939043,9.01232418908842
MIERCURI 17.12.2025 FORTA,77,Bic,4469,67.41,66.3,68,37,7,20,378.59,258,252.2,101.76,5.52,7.4,0.02,21.011840000000003,67.40573152337859,3.8744671921663327
SAMBATA 20.12.2025 BIC,77,Bic,5103,63.75,80.06,42,44,15,16,230.73,250,376.46,104.86,0.0,7.2,0.0,18.317600000000002,63.73969522857856,3.3776642235628107
VINERI 19.12.2025 - TACTIC OFENSIV ,77,Bic,4913,64.13,76.62,42,35,10,11,307.62,205,297.66,97.73,125.72,7.0,0.05,19.16684,64.1216392586792,3.534259386969506
COMPENSATOR MARTI 09.12.2025 AEROB,76,Bic,3102,77.91,39.82,4,2,0,0,25.19,5,383.33,124.6,0.0,8.4,0.0,7.9058,77.90055248618785,1.4577858354065418
JOI - 11.12.2025,76,Bic,8789,80.67,108.94,63,49,13,26,464.87,443,1078.9,356.71,66.74,8.5,0.05,31.579879999999996,80.6774371213512,5.823155372996829
MECI OFICIAL PETROLUL - U CLUJ - 14.12.2025,76,Bic,9624,130.18,74.04,78,64,12,30,610.47,613,1861.75,729.36,170.75,12.3,0.2,41.584900000000005,129.9837925445705,7.668025776872359
MIERCURI 10.12.2025 FORTA,76,Bic,4176,78.92,52.92,45,31,4,21,267.89,284,329.33,140.67,20.97,8.2,0.04,19.555739999999997,78.91156462585033,3.605970398048663
SAMBATA 13.12.2025 REACTIVITATE,76,Bic,5631,61.77,91.17,42,48,13,16,245.24,285,402.77,54.35,5.62,6.9,0.01,19.747040000000002,61.763738071734124,3.641245060994004
TACTIC OFENSIV 12.12.2025 2,76,Bic,6452,66.9,96.45,51,54,11,11,376.03,317,536.03,195.14,139.81,7.4,0.06,24.59222,66.8947641264904,4.534669480280486
SAMBATA 06.12.2025 REACTIVITATE,75,Bic,5658,87.72,65.12,25,24,11,9,358.83,404,349.14,111.46,22.38,6.2,0.05,24.30936,86.88574938574938,4.482511659262613
SEPSI-U CLUJ CUPA ,75,Bic,4619,132.11,34.97,26,32,5,13,196.8,260,1029.61,278.7,20.99,12.0,0.06,20.09698,132.08464398055477,3.7057720633520397
U CLUJ-CRAIOVA 01.12.2025,74,Bic,13264,136.3,97.32,84,91,23,48,747.3,940,2599.87,821.73,185.78,12.5,0.12,54.23156000000001,136.29264282778465,10.0
JOI 18.12.2025 REZISTENTA SPECIFICA,77,Atanas,7923,71.91,110.17,44,42,11,17,280.53,318,840.5,102.91,16.03,7.9,0.01,23.92566,71.9161296178633,4.4117594994501355
MARTI 16.12.2025 ,77,Atanas,7711,88.77,86.86,52,52,8,16,230.32,289,755.51,274.87,0.0,8.0,0.0,22.0974,88.77504029472715,4.074638457754119
MECI OFICIAL -  U CLUJ - FC FARUL  ,77,Atanas,784,111.18,7.05,7,5,1,1,71.83,37,92.43,82.55,32.23,11.7,0.28,10.27506,111.20567375886525,1.8946642877320876
MIERCURI 17.12.2025 FORTA,77,Atanas,4717,71.15,66.3,53,41,7,20,264.43,286,327.71,21.52,0.0,7.2,0.0,19.3256,71.14630467571645,3.5635338537191257
SAMBATA 20.12.2025 REACTIVITATE,77,Atanas,5304,64.52,82.2,55,37,21,26,363.09,284,468.64,111.81,0.0,7.4,0.0,21.9458,64.52554744525547,4.046684255440926
VINERI 19.12.2025 - TACTIC OFENSIV ,77,Atanas,4643,60.61,76.62,39,25,9,14,269.29,191,333.64,58.3,111.47,6.8,0.05,17.72174,60.59775515531192,3.267790932069813
JOI - 11.12.2025,76,Atanas,8399,77.1,108.94,43,50,12,17,342.93,533,759.85,294.61,6.27,8.0,0.01,29.980140000000002,77.0974848540481,5.528172156581887
MARTI 12.09.2025 AEROB,76,Atanas,6818,90.34,75.47,56,54,7,10,271.37,323,946.91,92.96,0.0,8.7,0.0,23.0554,90.3405326619849,4.251288364192362
MIERCURI 10.12.2025 FORTA,76,Atanas,4189,79.17,52.92,49,34,8,20,282.02,275,440.22,108.32,1.42,8.4,0.04,19.73224,79.15721844293273,3.6385160227734548
SAMBATA 13.12.2025 REACTIVITATE,76,Atanas,5806,63.69,91.17,55,50,26,18,336.38,338,340.41,69.91,10.78,6.7,0.01,22.71516,63.68322913239004,4.188549988235632
TACTIC OFENSIV -  12.12.2025 ,76,Atanas,5404,55.34,97.65,30,35,23,19,315.1,288,335.83,79.34,118.79,6.4,0.04,21.10358,55.340501792114694,3.8913835412442492
COMPENSATOR MARTI 02.12.2025,75,Atanas,3498,58.74,59.56,44,29,13,11,200.63,183,244.12,21.17,0.0,6.9,0.0,14.6206,58.730691739422426,2.6959578518486276
MECI OFICIAL - U CLUJ - HERMANNSTADT ,75,Atanas,4573,117.31,38.98,21,24,6,19,194.62,242,758.94,336.5,115.54,11.3,0.18,20.08648,117.31657260133403,3.7038359213712457
SAMBATA 06.12.2025 REACTIVITATE,75,Atanas,3906,57.68,67.76,22,14,3,4,85.89,68,208.81,25.24,0.0,5.9,0.0,9.933800000000002,57.64462809917355,1.8317378294115085
SEPSI-U CLUJ CUPA ,75,Atanas,7970,116.01,68.71,42,56,18,26,439.14,484,992.26,355.41,159.17,11.0,0.09,32.70114,115.99476058797848,6.02990952131932
